Target,Text,Label
Die Schweizer Armee kann heute zum Selbstschutz bewaffnet bei friedenserhaltenden Einsätzen unter UNO- oder OSZE-Mandat im Ausland eingesetzt werden. Befürworten Sie dies?,Die schweizer Armee sollte gar keine Auslandeinsätze leisten und sollte sowieso abgeschafft werden. Sic!,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Heute ist ein ziemlich schlechter Zeitpunkt dafür, obwohl es nicht einleuchtet, weshalb wir mitten in Europa mit unseren Nachbarländern nicht verhandeln, entscheiden und Verantwortung tragen sollen. Wir sitzen alle im gleichen Boot. Solange der bilaterale Weg noch tragbar ist, müssen wir aber keine Beitrittsverhandlungen aufnehmen. Aber wie lange ist der bilaterale Weg noch tragbar?",AGAINST
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,"Dank diesem Freizügigkeitsabkommen konnte die Schweiz ihren Mangel an Fachkräften etwas ausgleichen. Die Schweiz braucht Fachkräfte in technischen Bereichen (Ingenieure/innen, Informatiker/innen), die sie zurzeit nicht aus ihren eigenen Reihen rekrutieren kann. Als Hochtechnologiestandort ist die Schweizer Volkswirtschaft auf hochqualifizierte Fachkräfte angewiesen.",FAVOR
Soll die Schweiz ein Agrarfreihandelsabkommen mit der EU abschliessen?,"Unsere Landwirtschaft muss aber die nötige Unterstützung bekommen, damit unsere Landschaft weiterhin gepflegt wird.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Die EU ist ein wackliges Konstrukt (siehe Euro-Krise). Regionale Bedürfnisse gehen stark unter.,AGAINST
Soll die Schweiz ein Agrarfreihandelsabkommen mit der EU abschliessen?,Wir sollten nicht gleichzeitig billige Landwirtschaftsprodukte aus dem Ausland ermöglichen und dann unsere Bauern wieder mit Subventionen retten.,AGAINST
Die Schweizer Armee kann heute zum Selbstschutz bewaffnet bei friedenserhaltenden Einsätzen unter UNO- oder OSZE-Mandat im Ausland eingesetzt werden. Befürworten Sie dies?,In genau abgeklärten Fällen soll die Schweizer Armee sich an friedenserhaltenden Einsätzen der UNO beteiligen können. Auch wir müssen unseren Beitrag leisten.,FAVOR
Befürworten Sie das bestehende Personenfreizügigkeitsabkommen mit der EU?,Die Personenfreizügigkeit ist wichtig für unsere Wirtschaft. Ohne sie würde kein Spital betrieben und kein Haus gebaut.,FAVOR
Soll die Schweiz ein Agrarfreihandelsabkommen mit der EU abschliessen?,Dies währe der Tod der Familienbetriebe in der Schweiz,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Hier bin ich ehrlich gesagt gespaltener Meinung, ich bin stolz auf die ""unabhängige"" Schweiz, allerdings müssen wir quasi jedes Gesetz der EU auch annehmen, da wäre mir ein direktes, aktives  Mitspracherecht lieber.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Nicht realistisch und nötig zur Zeit. Mittelfristig könnte jedoch diese Option - sofern der bilaterale Weg scheitert - durchaus in Betracht gezogen werden.,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"ZIel müsste aber sein, auch von den Rechten profitieren zu können und nicht nur gehorsam alle Pflichten und Begehrlichkeiten der EU zu erfüllen. Gleich lange Spiesse, gilt auch für den Agrarfreihandel",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Die EU hat sich zu einem neoliberalen Konstrukt entwickelt, in dem die Mitbestimmung der Bevölkerung nur sehr klein geschrieben vorkommt.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Unsere Neutralität gibt uns eine grössere Akzeptanz als neutraler Beobachter oder Vermittler.,FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Steuerhinterziehung muss bekämpft werden, dies ist jedoch auch ohne Verwässern des Bankgeheimnisses möglich.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Vier Jahre sind zu knapp. Die Diskussion müsste ganz neu lanciert und mit dem Volk gesucht werden.,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Wer nichts zu verstecken hat braucht den Datenaustausch nicht zu fürchten,FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Ich befürworte den vollständigen automatischen Austausch, auch mit Schweizer Steuerbehörden. Jeder Bürger muss ehrlich verdientes Geld, ob als Arbeitnehmer oder Unternehmer, korrekt versteuern. Warum sollten dann Gelder aus kriminellen Handlungen wie Waffen-, Rauschgift- , Menschenhandel,  Korruption und Bestechung in der Schweiz straflos auf Banken versteckt werden können? Ich kann das nicht unterstützen.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Automatisch: nein
Rechtshilfegewährung auch bei Steuerhinterziehung: ja",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Vermutlich werden wir aber vom Ausland gezwungen, dem automatischen Informationsaustausch zuzustimmen.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Ein Beitritt der Schweiz zur EU würde die direktdemokratischen Errungenschaften unserer Nation aushebeln. Viele Volksabstimmungen wären dann nicht mehr möglich.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Neutral sind wir in vielem schon lang nicht mehr, doch das Kopftuch beim Atombombenhersteller und semitischstämmigen Antisemiten war einfach zuviel.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Nur wenn dieses auch im Inneren gemacht wird, und Schweizer und Europäer gleichbehandelt werden.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"...unbedingt, auch zwischen der Schweiz und der Schweiz!",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Einen Automatismus lehne ich ab. Ebenso wie bei der Überwachung und in der Justiz muss auch hier die Unschuldsvermutung gelten.

Ebenso klar ist für mich aber auch, dass bei Verdacht mit ausländischen Steuerbehörden zusammengearbeitet werden soll.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Es geht hier um Steuergerechtigkeit. Andere Staaten werden es zu recht nicht mehr länger akzeptieren, dass die Schweizer Banken ein Schwarzgeldbusiness betreiben.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Ja, die UNO-Mitgliedschaft habe ich immer unterstützt und auch die Beteiligung an UNO-Sanktionen.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Die Schweiz muss sich diesem weltweiten Trend nicht verschliessen. Unsere heutige Position kann es uns ermöglichen, auch auf andere Steuerfluchtstaaten Druck auszuüben. In diesem Bereich herrscht ein Wirtschaftskrieg den wir akzeptieren müssen. Es ist wichtig und richtig, wenn sich die Schweiz in den entsprechenden internationalen Gremien eingibt und aktiv mitgestaltet.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Hängt davon ab, ob und wie lange wir mit den Bilateralen unsere Ziele erreichen. Vier Jahre sind zu kurz für einen Meinungsumschwung in der Bevölkerung.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Damit die Steuerhinterziehung in unserem Land wirksam bekämpft werden kann, müssen auch die Schweizer Steuerbehörden den Zugang zu Bankkundendaten bekommen.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Gleichzeitig müssen auch die Schweizer Steuerbehörden einen Zugang zu Bankkundendaten bekommen.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Verhandlungen müssen zu einem späteren Zeitpunkt wieder in Betracht gezogen werden. Die jetzige Situation lässt das schwerlich zu.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Nein, denn diese Politik ist kontraproduktiv und kostet nur. Die Schweiz wäre besser beraten, ihre Rolle als neutralen und diskreten Akteur wahrzunehmen, denn SchwätzerInnen und WichtigtuerInnen gibts schon genug auf dem internationalen Parkett, denen Cüpliparties wichtiger sind als die Lösung der eigentlichen Probleme.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Ganz klar NEIN. Ein EU-Beitritt ist für die Schweiz keine Option, weshalb man für Beitrittsgespräche keine Minute verschwenden sollte.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Nein, denn ein solcher Austausch ist nicht im Interesse der Schweiz. Falls ausländische Steuerbehörden Probleme haben beim Steuereintreiben, sind sie sie besser beraten, ihre Fiskalpolitik und letztlich ihre gesamte Politik zu überdenken anstatt Bankkundendaten von der Schweiz zu fordern.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Automatisch ist immer problematisch. Jedoch finde ich es nicht gut, dass die Schweizer Banken aktiv bei Steuerbetrug und -hinterziehung mithelfen. Eine Weissgeldstrategie muss interessanter werden.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Ein automatischer Austausch von Bankkundendaten macht nur dann Sinn, wenn sich alle Staaten daran halten.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Wenn mit den Bilateralen die Ziele nicht mehr erreicht werden können, dann soll auch ein EU-Beitritt zumindest geprüft werden. Zurzeit sind solche Verhandlungen chancenlos.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Das gleiche sollte aber auch für Schweizer Steuerbehörden gelten.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Die EU in ihrer heutigen Form wird nicht überleben. Viel zu viel Bürokratie, Zentralismus und Unvernunft. Das merken immer mehr Menschen in Europa.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Würde die Schweiz der EU beitreten, hätte die gravierende finanzielle Folgen für die Gesamtbevölkerung. Wir müssten den Mwst-Satz von heute 8% auf auf den Mindestmehrwertsteuersatz der EU von 16 % erhöhen. Gerade Familien und Personen mit eine geringen Einkommen wären massiv von einem EU-Beitritt betroffen.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Ein EU-Beitritt in den kommenden 4 Jahren ist nicht mehrheitsfähig.,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Die Voraussetzungen für Betrittsverhandlungen sind klar nicht gegeben. Die EU sucht nur die Schweiz als leistungsstarken Zahler.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Politik der guten Dienst ist sinnvoll.
Dagegen ist das Einmischen in fremde Händel heikel und führt zu Problemen für einen neutralen Stadt und die Signaturmacht des roten Kreuzes.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Solange die aktive Aussenpolitik jegliche militaristische Mittel (inkl. Rüstungs- und Waffenexporte) ausschliesst.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Die Schweiz sollte der EU nicht fernstehen. Es ist aber völlig illusorisch, dass ein Beitritt in den nächsten Jahren von einer Mehrheit der SchweizerInnen überhaupt akzeptiert würde. Daher würde ich in den nächsten vier Jahren kein Gesuch stellen.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Es geht hier um Steuergerechtigkeit in den entsprechenden Ländern. Die Reichen sollen sich dort entsprechend ihrer Möglichkeiten an der Finanzierung des Staates beteiligen.,FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Frau Calmy spielte sich auf in der Diplomatie. Die Schweiz soll sich auf die erfolgreiche Rolle zurückbesinnen, die sie vorher jahrzehntelang spielte.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Die Banken haben wohl schon Fehler gemacht. Doch der Bund macht nun wirklich einfach nur noch in vorauseilendem Gehorsam, was die USA will. Hätte ein SVP-Bundesrat die gleiche Abfuhr im Parlament wie Frau Bundesrätin Widmer erlitten, hätten die Medien dies genüsslich gegen die SVP ausgeschlachtet.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Der bilaterale Weg ist der richtige für die Schweiz.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Das politische System der Schweiz mit der Einbindung der Minderheiten ( Ständerat, Ständemehr, Föderalismus) könnte auch für andere Konfliktregionen ein Lösungsansatz sein.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Unter dem Vorbehalt, dass dies die anderen Finanzplätze auch tun.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,so dumm sind nur noch die Mitglieder der NEBS unter der Leitung von Christa Markwalder,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Die Gefahr des Missbrauchs ist zu gross. Warum sollen einige Staaten und Banken gezwungen werden während andere weiterhin mit der bisherigen Sicherheitspolitik weiter arbeiten? 
Zudem müsste dann zu jedem Schlafzimmer freier Zugang bestehen, damit jeder Franken unter der Matratze registriert und kontrolliert werden kann.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Unsere auf Gottes Wort aufgebaute Gemeinschaft verpflichtete sich der Neutralität und konnte dadurch bereits viel Gutes tun. Es ist ungerecht, wenn uns eine Macht auf ihre Seite zwingen will. Wir wollen frei sein, wie dies unsre Väter waren.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Unsere auf Gottes Wort aufgebaute Gemeinschaft verpflichtete sich der Neutralität und konnte dadurch bereits viel Gutes tun. Es ist ungerecht, wenn uns eine Macht auf ihre Seite zwingen will. Wir wollen frei sein, wie dies unsre Väter waren.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Im Moment erachte ich es als zulässig. Wir sind in einer Friedenszeit.
Daneben kommte es darauf an, was unter ""Aussenpolitik"" genau verstanden wird...",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Nach der Annahme der Masseneinwanderungsinitiative muss paradoxerweise jetzt das ganze Spektrum an Optionen bearbeitet werden, um die möglichen Folgen eingrenzen zu können. Dazu gehört auch als eine Variante die Prüfung des EU-Vollbeitritts als Alternative zum autonomen Vollzug.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Eine aktivere Aussenpolitik pflegen kann nützlich sein, aber unsere Neutralität darf nicht missbraucht werden.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Abzuwarten bleibt die internationale Entwicklung in dieser Frage. Wichtig ist, dass sich alle Länder an die gleichen Spielregeln halten.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Es wird einen europäischen Kontinentalstaat geben, sofern Europa sich gegenüber den USA, China und Russland behaupten will. Jedoch muss dieser Einigungsprozess vom Volk und nicht von einer politischen Avantgarde ausgehen und braucht Zeit. Zudem ist die EU in ihrer Politik weitgehend neokonservativ und neoliberal, daher kann ich einen Beitritt nicht unterstützen.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Nur wenn auch den Schweizer Behörden Daten aushändigt werden.,FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Mit jedem einzelnen Land soll ein Abkommen existieren, so dass die Schweiz wählen kann, mit welchen Land sie überhaupt so ein Abkommen haben will. Gewisse Regimes sind keine vertrauenswürdige Partner.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,das sollte Privatsache bleiben. Die Staaten sollten Personen und Körperschaften animieren ehrlich zu sein und sich freiwillig melden,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,über 80 % sind gegen einen EU-Beitritt nur wenige EU-Turbos wollen einen Beitritt zur Befriedigung der persönlichen Bedürfnisse!,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","die Schweiz muss sich als Verhandlungsort empfehlen. Militärische Auslandeinsätze sind zu vermeiden, ausgenommen für die eigenen Botschaften",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Ein EU-Beitritt wäre für die Schweiz nur mit Nachteilen verbunden.,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Wir wollen keine Produkte aus der EU, die nicht aus nachhaltiger Produktion stammen!",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Ich stehe ein für eine längerfristige Integration in die EU. Betrittsverhandlungen innerhalb der nächsten 4 Jahre wären zu ehrgeizig.,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Die Behörden erfahren damit vom ehrlichen Steuerzahler nichts, dass sie nicht ohnehin schon wüssten. Mit Schwarzgeld auf Schweizer Konten muss endlich Schluss sein.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Innerhalb der nächsten vier Jahre eher nein, längerfristig klar ja.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Ich würde auch einen automatischen Austausch von Bankdaten von Schweizerinnen an die Steuerbehörden befürworten.,FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Gegenüber Ungerechtigkeit dürfen wir nicht neutral sein.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Sollte mit den Bilateralen die Ziele nicht mehr erreicht werden können, muss auch ein EU-Beitritt geprüft werden. Doch ist es wahrscheinlich, dass es in den nächsten 4 Jahren nicht realistisch ist, dass dieser mehrheitsfähig wird.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Solange diese Einsätze friedensstiftenden Charakter haben.,FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Das darf nur im Verdachtsfall passieren und nicht automatisch,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Man muss genau beobachten, was in den nächsten Jahren passiert und Vorteile gegen Nachteile abwiegen.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Der eingeschlagene bilateraler Weg ist für die CH im Moment besser.,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Steuerbetrug ist ein Verbrechen an einen Staat und dessen Bewohner. Deshalb muss alles unternommen werden, dass diese Möglichkeit verhindert wird.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Nein würde unsere gute Wirtschaftslage und die sehr tiefe Arbeitslosigkeit gefährden.,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Unser Bankgeheimniss müsste unter allen Umständen verteidigt werden. Wir sollten uns nicht immer einschüchtern lassen.,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Um als glaubwürdiger Partner zu gelten haben wir keine andere Wahl.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Die Bilateralen Verträge sind für die Schweizer Wirtschaft sehr wichtig und sollen weiter geführt werden. Falls dies nicht mehr möglich wäre, müsste die Situation neu betrachtet werden und Lösungswege geprüft werden.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Gleichzeitig müssen auch Schweizer Steuerbehörden einen Zugang zu Bankkundendaten bekommen. Nur so kann die massive Steuerhinterziehung bekämpft werden. Es darf nicht sein, dass Schweizer Behörden benachteiligt werden.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Wenn Bankkundenaustausch, dann für ALLE. Immer noch gibt es innerhalb der EU (bsp. GB) Steuerparadiese und Unterstaaten oder Rechtsformen, welche ihre Bankkundendaten schützen. Eine automatischer Bankkundenaustausch mit den USA ist notwendig, zumindest der Daten von US-Bürger. In der Schweiz ist solche totale Transparenz aber nicht möglich und auch nicht wünschenswert, denn sie passt nicht zu unserem Werteverständnis wie der Schweizerischen Zurückhaltung oder der Untertreibung mit Eigenbezug.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Diese Frage ist ziemlich unangebracht nach den kürzlichen Abstimmungsresultaten.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Die Schweiz muss realistisch und konsequent bleiben. Entweder brauchen wir eine massiv stärkere Armee und Luftwaffe. Dann kann die Schweiz es sich auch leisten offensiver aufzutreten gegenüber Drittstaaten und eine aktivere Aussenpolitik betreiben. Andernfalls finde ich die Neutralität der Schweiz eines der höchsten Güter und ein Garant für Sicherheit. Die kleine Schweiz muss aufpassen, dass sie sich selber nicht zu wichtig nimmt und Ihren Einfluss überschätzt.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Die Schweiz ist zwar ein Spezialfall. Sie ist aber auch Teil der Länder-Gemeinschaft.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Das Erfolgsmodell Schweiz muss erhalten bleiben. Die Probleme und Schulden der EU-Länder sind riesig und ich sehe keinen Grund, warum wir diese mitfinanzieren sollten.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Ein EU-Beitritt ist in der momentanen Lage nicht realistisch.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Wir können gerade in der Entwicklungszusammenarbeit ein Vorbild sein. Gerade im Bereich der Bildung haben wir sehr viele wertvolle Projekte. Wir können auch Erfahrungen im Sicherheitsbereich sammeln. Bei allem was wir machen, ist es wichtig, dass wir unsere Neutralität nicht gefährden. Gerade in Kriegsgebieten wird es sehr geschätzt, dass wir keine bewaffneten Truppen im Einsatz haben.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Auch ein EU Beitritt würde gerade in Ländern wie Afghanistan, Sudan und noch etlichen mehr als Neutralitätsverletzung angesehen und unsere Entwicklungszusammenarbeit erschweren.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Die Gefahr vom Missbrauch der Daten durch andere Staaten ist nicht  zu unterschätzen. Dabei geht es nicht einzig um die USA.,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Der Zeithorizont von vier Jahren ist allerdings angesichts der europapolitischen Skepsis unrealistisch kurz.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Da würde ich lieber über einen Schweiz-Beitritt der EU diskutieren... :-),AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Durch Steuerhinterziehung geschieht grosses Unrecht an dem die Schweiz zu lange beteiligt war und davon unrechtmässig profitiert hat. Die Schweiz soll unbedingt eine konsequente ""Weissgeld""-Strategie verfolgen und mit ausländischen Behörden zusammenarbeiten um Steuerhinterziehung wirksam bekämpfen zu können.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Eine neutrale Haltung ist Voraussetzung für die humanitäre Tradition der Schweiz!,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Die Steuern sind die Angelegenheit eines jeden einzelnen Staates. Hat ein Land Steuerhinterzieher, muss es in erster Linie sein Steuersystem überdenken und nicht andere Staaten in die Pflicht nehmen.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Wer glaubt denn eigentlich noch im Ernst, die Schweiz sei irgendwann mal ""der strikten Neutralität"" gefolgt? Pardon, ist ja zum Lachen (oder Heulen).",FAVOR
