tweet,stance
"Hoy dia de vacuna a mi peque, espero que no sea como la del mes pasado.",FAVOR
"Las vacunas son medicamentos biológicos NO sustituibles, que REQUIEREN receta médica.No vale un papel.No vale un informe.No vale un ""te comento""#jornadaSEFAC  https://t.co/8rdodHA43g",NONE
Dio ahora q tengo 14 me tengo q vacuna del papiloma😂😂,FAVOR
"@ONUradio *Buenísima noticia. A ver si la vacuna la tenemos pronto y conseguimos acabar con este gran problema de salud, para tantos.",FAVOR
"@medico_cabreado Por distintos q sean sus sistemas, tendrán criterios epidemiológicos para recomendar o no vacuna #gripe  @RafaelTimermans",NONE
🔴 #ÚltimaHora La farmacéutica de @moderna_tx anuncia que su vacuna contra la COVID-19 muestra una eficacia de casi 95% https://t.co/1gI0BMOguq https://t.co/27CQMz1qDY,NONE
Ahora a esperar cita. #yosimevacuno #VacunaCOVID19 #Covid #coronavirus https://t.co/qoB9Oq3Xt6,FAVOR
"Un niño de año y medio muere en Alemania por Sarampión, una enfermedad prevenible para la que tenemos vacuna. TENEMOS VACUNA.",FAVOR
"Moderna anuncia que su vacuna tiene un 94,5% de eficacia https://t.co/q6ZFwPtstP vía @elcomerciodigit",NONE
Otro ejemplo de como las absurdidades de los #antivacunas pueden llegar a ser mortales: http://t.co/IHRld3gD99,FAVOR
Me he mareao y to con la vacuna...,FAVOR
"Que terror les tengo a las aujas , y esta tarde vacuna yo hoy muero.",FAVOR
@RaulJalil_ok @FrenteDeTodos #Tucumán #Mendoza #LaMatanza ya detectaron que la vacuna perdió la cadena de Frío el 26/12. Los vacunaran con sopa y la segunda dosis NO llegará. DESCALABRO TOTAL. GENOCIDIO. CRIMEN DE LESA HUMANIDAD  https://t.co/ycdw9lNyqk,AGAINST
"Efectivamente, Mato no miente. No escasea la vacuna de la varicela en las farmacias. Es que no hay ni una !!! http://t.co/4HSXhNcNhn",NONE
 cuando pueda y me toque https://t.co/BlcMyVMNmz,FAVOR
"Vas a vacunarte, como cuando acudes al MacAuto del MacDonalds. Pides un menú, y ya de paso, te llevas la ""mierda"" a casa. 🤦🤦🤦",AGAINST
"Po no quiere mi madre que me ponga la vacuna el dia 16, PERO ANDEVÁ NO TIENE TU FÉ, jajajajajajajaj yo no me la voy a poner, digoo",AGAINST
"https://t.co/Myzxe9AsrSTienen mucha prisa por aplicar la vacuna, sobre todo Pfizer quien el año pasado estaba en bancarrota",AGAINST
Por si sirve de ayuda... Centros de #vacunación internacional  @sanidadgob https://t.co/kY4SARQ6c3 https://t.co/sEYOweuLvX,NONE
Insistimos una vez más: ¡las #vacunas salvan vidas! https://t.co/ks0TrJExep,FAVOR
Bill Gates y el pedófilo Jeffrey Epstein tuvieron una reunión secreta sobre producción de vacunas en 2013 https://t.co/NSCKtg4Ppp,AGAINST
Vacuna time 💉💉,FAVOR
@RafaelTimermans Me pregunto qué dicen sobre #vacuna #gripe los colegas anglófonos de ntro. Pdte. También habràn leído @medico_cabreado,NONE
"Vaya... cae la incidencia de COVID al empezar la vacunación, que casualidad ",AGAINST
a ponerme la vacuna..,FAVOR
"La vacuna que se está poniendo en España se usaba para el coronavirus en gatos, su eficacia es prácticamente nula, en la clínica de mi hermana tras vacunarse ha habido tres contagios. Esa es la mierda que la gente piensa que le va a proteger.#NoAlBozal#Libertad",AGAINST
"El Dr. Pedro Cahn debe estar contento que China aprobó su propia vacuna China,Este impresentable está colaborando con el laboratorio para usar a los argentinos como conejitos de india en la prueba de sus vac.unas.https://t.co/z2q3LTSFIQ",AGAINST
"¿De verdad después de haber creado una vacuna con una eficacia elevada, en tiempo récord y con una tecnología puntera, todo sin precedentes... ¿De verdad la gráfica no podía estar mejor dibujada? https://t.co/C5C4tiF1S1",NONE
“@letras15M: La vacuna de la varicela a los 15 meses dejará de ser gratuita en enero http://t.co/UTu8jD7hbL”,NONE
La vacuna de la gripe es una cosa muy nuestra#yosimevacuno#gripe#vacunatehttps://t.co/p4PoaVVLOt,FAVOR
"Moderna afirma que su vacuna contra el Covid tiene una eficacia del 94,5% https://t.co/niM0Ggv7Al vía @Bolsamania",NONE
vengaaaa que sigan los sanitarios vacunandose.... a este paso quienes atenderan a quien...?? 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ https://t.co/1crabJdjeI,AGAINST
Con este VENENO @LuisLacallePou va a inocular a su pueblo. ¿De verdad?¿No hay ninguno de los científicos asesores que se atreva a parar ésto? https://t.co/mBEdym84jA,AGAINST
@m93carmen vaya yo los mocos no los quite d mi cuerpo ni un solo dia...el año q viene me vacuno d la gripe y d lo q sea!mala no quiero estar,FAVOR
Ai que hoy me ponen la vacuna :S,FAVOR
Curan a una enferma de leucemia con la vacuna del sarampión http://t.co/DxOA57VY47 vía @informativost5,NONE
Vine de el puto médico de ponerme la vacuna,FAVOR
El principio del fin! #yosimevacuno  👩‍⚕️💉 #putocovid https://t.co/BQYBgDZR07,FAVOR
Recibiendo la 1ra dosis de la vacuna para #COVID19 junto a mis compañeros de #LaPazHospital4U  https://t.co/rHTE2Qh5HT,FAVOR
"“@Supersarcasmo: Que te pongan una vacuna, gritar ""La base de datos de virus ha sido actualizada"" y huir dando saltitos.”",NONE
Me acaban de poner una vacuna :(,FAVOR
Yop después de ponerme la vacuna de la gripe😞 aiii @andrades1990 http://t.co/Gull8886YA,FAVOR
"@araceliLG Ya, ya me voy jajajajaja la vacuna nena....",FAVOR
Y esta tarde tengo que echarme la vacuna 😟,FAVOR
"Nuestra Agregada de Ciencia @saracebrian1 habla de la importancia de la Cumbre Global de Vacunas que comienza hoy en la que se reúnen virtualmente naciones, donantes y compañías farmacéuticas para asegurar el futuro de @Gavi la Alianza Mundial de Vacunas  #GVS2020 https://t.co/RE78O3qaHn",NONE
"""Que se encierre el que tenga miedo y que se vacune el que lo desee"". No se puede decir más claro @Javiergaciaisac#EnLaBocaDelLobo#RadioYahttps://t.co/e7RkKldKKU",AGAINST
La #OMS prevé que la #vacuna contra el #ébola llegará en enero del #2015 http://t.co/ub6swE1ALP,NONE
#sefacservicios Canada: la vacunación en FC mejora la tasa global de vacunación poblacional. Impt en casos como la gripe,NONE
"Mientras Monago presume de déficit, las y los extremeños nos quedamos sin la vacuna para la varicela en las farmacias. La #ExtremaduraReal!",NONE
"Aca le doy la razón, la peor cara va a ser cuando se pongan la vacuna y terminen enfermos de verdad. La secunda ola viene en avion. https://t.co/1NKC3lNxpF",AGAINST
💫 Hoy es el principio del fin⏩ @denisitxaso💉 Llegan a Euskadi las primeras vacunas contra la  #Covid-19@sanchezcastejon @salvador_illa@sanidadgob #ElGobiernoDeLasSoluciones en Hondarribia https://t.co/IACU4Tvtch,FAVOR
Mañana me vacuno que mieo D:,FAVOR
Aish pues ya dentro de nada la vacuna :$,FAVOR
En un desayuno informativo sobre la vacunación antigripal... Pero si yo cuando me pongo malo es cuando me vacuno! #yavestú,FAVOR
"@ManzanasyPeras1 @angel_h_merino @enfermeriayvacu @AntonioIofrio @CAV_AEP En mi región hemos vacunado hasta los 15 m en circuito "" limpio"" durante #Covid_19, y ahora ya estamos recuperando el resto de vacunas. ",FAVOR
"1°💉los➕vulnerables, después los ➕expuestos...esta es la estrategia de vacunación ¿velocidad de crucero? yo me conformo con la disponibilidad de un ritmo constante y creciente  en el suministro de vacunas para conseguir el objetivo🎯las tasas de incidencia 🤦‍♂️asustan  https://t.co/ERNV2QAChA https://t.co/wPfmqCR951",FAVOR
💉🦠 Hoy me he vacunado (aunque no haya documento gráfico que lo acredite):✔ Por responsabilidad médica. ✔ Por los pacientes con cáncer. ✔ Por ellos y sus familias.✔ Por que las vacunas funcionan y la Ciencia salva vidas. #VacunaCOVID19 @ChuacOnco,FAVOR
"He sido vacunado con la primera dosis de Pfizer.En 28 días la segunda dosis,¡ánimo a tod@s!",FAVOR
"El presidente de Estados Unidos Joe Biden se vacuna contra Covid-19. el lider demócrata pretende disipar cualquier duda sobre la eficacia y seguridad de la vacuna, ante la que mucha gente se siente reticente, por la velocidad con la que se ha producido y distribuido. https://t.co/IodZ1IQvbA",NONE
"Víctoria Abril, graciasHablando sobre el liberticidio del covid y el experimento que suponen las vacunasAyuntamiento de Alcobendas, 25 de fabrero de 2021. Premios feroz https://t.co/5Fq0kywSdK",AGAINST
"Este año, como todos,  #gripeyomevacuno 🦠😷👩🏼‍⚕️ #Hematología https://t.co/mdtnpWdXYb",FAVOR
Avisen quien se va a vacunar y guarde distancia por favor. https://t.co/aaZQzZ4jPe,AGAINST
"Los pacientes con #psoriasis presentan comorbilidades específicas a tener en cuenta a la hora de establecer estrategias vacunales que mejoren su calidad de vida, asegura Pablo Coto en #AEVOviedo..#MásAlláDelVial  https://t.co/WyvBFXU3su",NONE
"Bill Gates, insaciable: Ahora dice que puede ser necesaria una tercera vacuna para combatir las variantes del coronavirus. https://t.co/JLep3xgETs",AGAINST
@anaruizguma @atlante83 estoy de acuerdo con eso! Además la vacuna de la varicela no es demasiado eficaz. Es mejor pasarla.,AGAINST
@JuditMelendi Estoy en enfermería poniéndome la vacuna,FAVOR
Encuentran la vacuna contra la #leucemia. Gran noticia! Ojalá pronto den con otras para vencer más enfermedades.,FAVOR
"💉 'Meningo: conversaciones de prevención desde la propia experiencia', la siguiente mesa redonda moderada por @FranAlvarez2009.@MariaGarcesSnch nos cuenta más!#SevillaHoy #VacunasIHP  https://t.co/JMdbnBDudl",NONE
"Orgulloso!! Mi compañera, una de las mejores #enfermera que conozco, la madre de mis hijas VACUNADA.Por nosotros, por la gente a la que cuidamos  #COVID19 #DamosEjemplo @InfermeriaSPau @HospitalSantPau https://t.co/KSXYFJnNRR",FAVOR
"A ver cuanto tarda en hacerme efecto la mierda de vacuna, aunque con la mala suerte que tengo no creo q tarde mucho",FAVOR
Chuuuutaso pal cuerpo con la vacuna jajajaajajaja,FAVOR
"MUERE DOCTOR ACTIVISTA PRO-VACUNA Con la socarronería por la que era conocido, el médico polaco Witold Rogiewicz se vacunó ante la cámara, bromeó acerca de convertirse en una antena 5G de Bill Gates y pidió disculpas por no ser más locuaz, dado que https://t.co/rJugF1LaF5",AGAINST
"Y me ponen la vacuna un dia antes de irme de excursión, perfecto",FAVOR
"Breve documental que hace un repaso a los ingredientes de las vacunas. Las normales, las de virus atenuados. Las de antes. No las nuevas experimentales de ARNm.https://t.co/ZwyaQ2XLSA",AGAINST
La vacuna antivaricela está disponible en el Hospital el Angel. Pero NO PARA VENTA AL PÚBLICO. SÓLO PARA ADMINISTRACIÓN EN EL HOSPITAL.,NONE
Que la usen ellos ,AGAINST
Trump recomienda la inyección porque es mucho menos indolora que la inyección letal. Aprende el lenguaje. Vacunas = detenciones. Vacuna FISA cómo se hace todo. Operation Warp Speed ​​es una operación militar. Siempre ha sido.,AGAINST
"@carlostarju y si sabes tu condenao... vosotros que podeis disfrutareis ese dia, yo a la vacuna de los eggs jajajajaja",FAVOR
A xla vacuna😭,FAVOR
“Investigan una vacuna contra el cáncer de mama que está dando buenos resultados http://t.co/1FI2ReVMNJ”,NONE
@JuanMalaga2011 @4329Andrea y los farmacéuticos no podemos dispensar la vacuna.A ver si se entera q lo importante son los niños#mato inútil,FAVOR
No les importa cuántas personas mueran. No les importa cuántas personas resulten heridas. Todo lo que importa es proteger la narrativa de la vacuna. La narrativa vale billones de dólares y es la clave para la toma de poder más grande en la historia de la humanidad. https://t.co/xfBAjYtwsL,AGAINST
Tengo que ponerme la vacuna y :-).,FAVOR
Ya me han puesto la vacuna.Ni siquiera me he enterado.,FAVOR
"~ HANK AARON ~La leyenda del béisbol se vacunó de Coronavirus a principios de Enero, para ""disminuir las dudas"" hacia la vacuna.""Me sentí de maravilla con la vacuna. No tengo ningún recelo. Me siento muy orgulloso.""Dos semanas después, ha fallecido. No se han revelado las https://t.co/YsGVKB6wfg",AGAINST
"Siguen llegando datos adversos al medicamento génico experimental. Según los nuevos datos publicados el viernes, hasta el 12 de febrero, 15.923 reacciones adversas a la #VacunaCOVID19, incluidas 929 muertes de acuerdo a lo informado al #CDC https://t.co/zREPpqeZkc",AGAINST
"También me parece extraño que hace un par de semanas que salió esto del ébola y ahora,por arte de magia,los EE.UU. tienen una posible vacuna",NONE
"La FDA aprueba la vacuna nonavalente de VPH, previene 9 TIPOS que causan del 90 % de los casos de cáncer de CERVIX http://t.co/oYmOGe54yt",NONE
"Se supone que la vacuna llegará por enero de 2021 o por ahí, ¿Vosotros os la pondréis? ¿O hasta que no veáis que efectos secundarios tiene no? #COVID19   #coronavirus #Spain #confinamientodomiciliario",NONE
Afectados por la vacuna del papiloma se reúnen con Sanidad para que se les reconozca su estatus de víctima http://t.co/X7rfMS5yaV,NONE
"Y falló la vacuna antisida y dicen los devotos, no hay preservativo, para combatirlo la única manera es dejar de follar (vengaaa...)",NONE
"Con todo el show de las vacunas VIP la gente está convencida de que ""no vacunarse es sinónimo de morir"" pero la verdad es que la vacuna es el real peligro.#despiertaPeru  https://t.co/Vu11qMW2CN",AGAINST
"🗞️Vacunar a las embarazadas contra el VSR podría prevenir la neumonía en los bebés, según un estudio https://t.co/HCUhWdHXoi vía @infosalus_com",NONE
@Xeei10 Para cuando haya vacuna contra el ébola 😒,NONE
"Tengo un conflicto de interés muy grande a la hora d no llevar máscarilla y no vacunarme,mi salud¿Que conflictos d interés tienen Gates o Moreno Bonilla con su mujer en la distribuidora d máscarillas?¿Y Feijoo para forzar la vacuna?Seguro todos tienen conexión con la farmafia",AGAINST
Primera dosis de la vacuna contra la #Covid19 y la siguiente el 2 de febrero. Ya queda menos 💪💪💪💪#YoSíMeVacuno https://t.co/Bwv4WjdnOJ,FAVOR
"A este ritmo, me vacuno contra la hepatitis A, o le doy a probar las cosas a @PATYLENCE que se lo queda todo, jajajaja",FAVOR
@JuanMa_Moreno Señor Moreno como me voy a poner la vacuna con garantías si padezco de alergias y en Ronda Histórica que es mi centro de salud no hay médicos ,AGAINST
"Somos un poco inconscientes, pasamos de la vacuna de la gripe y luego nos quejamos q las urgencias están llenas.",FAVOR
"Antes de vacunarnos del COVID ¿no deberíamos comprobar si existe?, por el Dr. Juan Pérez Abad https://t.co/NJTNvzck1g",AGAINST
@abc_es esta claro que el dia que tenga un hij@ comprare la vacuna en andorra !!! Vaya tela,FAVOR
La academia americana de Pediatría incluye la vacuna anti papiloma humano HPV-4 en el calendario de niños a igual dosis y edad que en niñas,NONE
Vacunado!! Nunca en la historia la ciencia dio tanto con tan poco y en tan poco tiempo! #yosimevacuno  #StopCOVID19 https://t.co/UUDELGUhED,FAVOR
Cuando me pusieron la vacuna casi me desmayo en el médico xd.,FAVOR
"Pero todo va a estar bien, no te preocupes, tú ponte la vacuna y sigue viviendo en disneylandia🧚‍♀️🦄🌈#DetengamosAlGlobalismo#NoAlNOM https://t.co/lQQNc4KFNs",AGAINST
¡Controlan nuestra mente a traves de la vacuna contra la gripe!,AGAINST
"La vacuna ideal debe ser segura y de fácil administración, inmunogénica y eficaz a lo largo del tiempo #MásAlláDelVial #AEVOviedo https://t.co/xZ8BLouHuO",NONE
Ay hoy me ponen la vacuna 😭😭😭,FAVOR
"Soy antivacunas desde los 14 años, porque vi los efectos y los peligros que conllevan, luego como abogada vi miles de condenas a los laboratorios, ahora con 43 años pido a todo zombi abozalado que se vacune por favor, no hay lugar para ellos en el nuevo mundo que vamos a crear.",AGAINST
@MariaFraile98 @Lauuraa33  jajajajajaja me vacuno ! A mi no me va pasar nada,FAVOR
Los datos de la vacuna de Pfizer y BionTech muestran una eficacia del 90% contra la Covid-19 https://t.co/cX5pXn3Zlc,NONE
"M siento súper afortunada de poder decir q ha llegado el gran día💉Por mi familia💉por mis pacientes💉por los q no han podido llegar y x los q sufren sus secuelas Gracias a l ciencia, está n nuestras manos conseguir q esto mejoreSomos ejemplo@hospitalclinic  https://t.co/lT2szQZATk",FAVOR
Deseando que me toque!  https://t.co/fQZ5cWkgY9,FAVOR
Ya no me pongo la vacuna u.u,AGAINST
"👏🏽👏🏽 enhorabuena a todas las personas que han hecho posible este momento que, esperemos, sea el principio del fin de esta situación. Gran trabajo 💪🏽💪🏽#Ceuta #Esperanza#GobiernoDeEspaña #VacunaCOVID19@desdelamoncloa @sanidadgob @territorialgob @Defensagob https://t.co/WepLih9zv6",FAVOR
Pues ya estoy con la vacuna puesta y ahora a esperar media hora eso es lo que peor llevo,FAVOR
@gabrielguerrac @nytimes Habrá que esperar minimo 6 meses para ver la eficacia real de esta y cualquier otra vacuna,NONE
Hoy tengo que ir a ponerme la vacuna :-),FAVOR
"@itapaula vacuna contra sarampión, que causó histeria en población, igual que ahora",NONE
La vacuna rusa con un 92% de eficacia. https://t.co/4c7x4PARJa,NONE
"""@antena3com: Recomiendan no acudir a Disneyland si no se está vacunado del sarampiónhttp://t.co/ffr2tIJjN9 http://t.co/4BgMG5kcyY""",NONE
Mañana me tengo que poner la vacuna y :-),FAVOR
Funciona: La OMS anuncia que probará la vacuna contra el ébola en las zonas afectadas este mes http://t.co/D5Vw9zHAG5 vía @rtve,FAVOR
"#MIRONEWS ¡Ya me he vacunado! es el auto engaño mas de moda en este momento. Usted se ha inoculado un experimento, que es muy diferente. Un aullido",AGAINST
Hablando de la vacuna de la varicela: ¿alguna nevera de las de mechero de coche to wapa pa llevar la vacuna cuando la compremos en Portugal?,FAVOR
"Para celebrar #YoMeHeVacunadoDoy un paseo por el parque de María Luisa y un pequeño refrigerio, con distancia en @barkikodlachari y de paso hacer festivo#diadelacroqueta#DiaInternacionaldelaCroqueta https://t.co/JqT3ehSKC5",FAVOR
La estúpida moda de no vacunar a los niños hace que se multipliquen por 5 los casos de sarampión y rubeola en España http://bit.ly/jKD4BE,FAVOR
"@malaprensa Pero en realidad nada tiene que ver esto con la eficacia de la vacuna. El porcentaje de eficacia se podría mantener si la vida normal de ambos grupos es la misma, aunque fuera estar en recintos mal ventilados y sin mascarilla. Habría, eso sí, más contagiados en ambos grupos.",NONE
"Cuando los “expertos” juegan a policías, escriben artículos como el del British Medical Journal: “¿Hay que criminalizar a quienes difundan información contra las vacunas?” El debate científico es quién meterá en la cárcel a quién...https://t.co/V0qkJarqah",AGAINST
"  ignorantes  @populares critican que el embalaje de la vacuna figure #GobiernoDeEspana es el laboratorio quien embala, sólo se lo venden a los gobiernos de Naciones,de alguna manera tienen que diferenciarlas lo hacen así quien las compra? Lo importante es que llegan",NONE
Que casualidad que justo despues de Vacunarse les pasó a todos esto https://t.co/vVnK04dgPi,AGAINST
Sanitarios de Mali reciben una vacuna experimental contra el ébola.#CrisisEbolaARV http://t.co/yPtQIOu9Cv http://t.co/3ZNfSkGjqY,NONE
"@sanchezcastejon ¿  ? Bla, bla,bla... pero no tiene usted huevos de dar ejemplo y vacunarse el primero. ¡Qué asquito me da su palabrería barata! https://t.co/5LEuIWh0SM",AGAINST
"#MIRONEWS Estén preparados para que empiecen a abrir todo exigiendo certificados de vacunación. Será temporal si resistimos y nos negamos. Será permanente si hay muchos esquiroles que lo acepten. Debe ser optativo, incluso los vacunados deberían defender la libertad. Un aullido",AGAINST
"Salgo a borregoland: Las ovejas discutiendo sobre qué grupo de edad o laboral debería vacunarse primero. 🤦‍♂️Les digo que yo la rechacé y se me quedan 👀 Unas cuantas autoridades que se ""colaron"" y ya se pelean por ponerla.¿De verdad somos tan básicos?",AGAINST
Pfizer y BioNTech anuncian una eficacia del 90 % en su vacuna contra la Covid-19El nivel de eficacia se ha logrado siete días después de la segunda dosis y durante el estudio no se ha reportado ningún problema de seguridad#COVID19,NONE
Que bien me he portado poniéndome la vacuna estoy orgullosa de mi jajajaja,FAVOR
Esto es inadmisible. No podemos permitir que el presidente de un CCAA ponga en duda un avance científico que lleva salvándonos la vida durante tantos años. Él de primera mano debería conocer los infiernos que han pasado en los hospitales.  💉 https://t.co/9PgfeSiFd2,FAVOR
@ierrejon Te puedes poner la mía y la de toda mi familia.,AGAINST
Ahora vacuna y esta tarde dietista. #diadehospitales (@ Centro de Salud Sant Joan d'Alacant) http://t.co/IRPv6VoZJb,FAVOR
"Pido a tod@s los veterinarios, que sabéis que la vacuna que se está poniendo en España, es la que se usaba desde hace años en coronavirus de gatos, lo denunceis, ya basta de engaños y de mentiras. De obligar a la población a ponerse veneno.#NoAlBozal#Libertad",AGAINST
"49 años sin haberme puesto una sola vacuna.. no me las voy a poner ahora.. a mi nadie me controla ni los gobiernos, ni las farmaceuticas ni los iluminati.  #nocovid",AGAINST
"La Agengia Europea del Medicamento RECOMIENDA la vacuna contra Menigococo B, pero esta no se venderá en España http://t.co/V08EmRIoSa",NONE
"Un tercio de las tropas del ejército estadounidense rechazan la vacuna Covid, dicen los funcionarios del PentágonoOne-third of troops turning down Covid vaccine, Pentagon officials say https://t.co/lJGZSKr0Mr vía @politico",NONE
40 minutos esperando para ponerme una vacuna. La hostia la hostia..,FAVOR
Uno de los principales fabricantes de la vacuna COVID-19 participó en el fraude de atención médica más grande de la historia https://t.co/ublaRljCk3 a través de @TierraPuraORG,AGAINST
"PRENSA, POLÍTICOS, FARMAUSENTICAS.... TODOS UNIDOS PARA VACUNAR CON INYECTABLES EXPERIMENTALES ARNm DIOS NO LES IMPORTA LA POBLACIÓN SOLO VEN SUS INTERESES ¡VAVUNAS ASESINAS! https://t.co/rMP3qPjYZ2",AGAINST
La #OMS admite utilizar vacunas como esterilización en humanos.Han estado haciendo esto durante décadas SIN consentimiento informado. 💉☠️#NoALasVacunas👉https://t.co/7kyLJYX3x5👈 https://t.co/WiWNxdfvDn,AGAINST
"Estos son los hospitales tan colapsados que la policía tiene que auxiliar a esta chica con convulsiones, tal vez vacunada.Si tienen más info sobre fecha y lugar, se agradece. 🇦🇷 https://t.co/UVDbrUdieI",AGAINST
No paramos ni en domingo. El gran Giuseppe alias @gatocobotas ya está vacunado👏👏👏👏@hospitalclinic #joemvacuno  https://t.co/4vXAdYYT3L,FAVOR
Y yo que pensé que me libraba de la vacuna de la gripe..... #PuesVaASerQueNo,FAVOR
"El jamaicano Blake, dispuesto a perderse los Juegos antes que vacunarse contra el Covid-19 Tokio 2020 ya advirtió que no va a obligar a los países a que sus deportistas vayan vacunados#StopCoronaCircus #CoronaTimo #Fraudemia  https://t.co/9vdenQR15F",AGAINST
@Alvisepf @santiman_spain Muerte o infertilidad embasada.Anímense chicos!!,AGAINST
"antena de telefonía en becerril, madrid, donde han muerto 11 ancianos y están todos contagiados.despues de vacunaciónÚNETE AL CANAL•❌@XAVIEReQuipoMISION https://t.co/bWJm8GNyCr",AGAINST
Vamos a ponernos otra vacuna.. #bien.,FAVOR
Lo malo es que me ponen la vacuna,FAVOR
PUTA VACUNA ;-; ¿COMO PUEDE DOLER TANTO?,FAVOR
"@Marcos18976390 @carol_blaz Ya lo hemos hablado. El virus ha mutado ya decenas de vecesCaso de que sea una mutación como la sudafricana que podría hacer perder eficacia a la vacuna,  las posibilidades de modificar esta son elevadas y muy rápidas",FAVOR
Todavía no tengo los efectos de la vacuna. Todo muy raro.,FAVOR
"@LluisMontoliu Y otra.Por que la vacuna no contiene ademas del ARNm para la prot S , otros ARN m para otros candidatos diana del sistema inmunológico? Prot M , N , E ¿ ampliaria eficacia?Gracias Dr josep Serra",NONE
El extraperlo 2014: Las vacunas. @gva_sanitat retira del calendario la vacuna varicela en niñ@s y en la Quirón la administran (previo pago),NONE
"#MIRONEWS A todos los gallegos: pidan por escrito y sellada la exigencia de vacunación, tienen el juicio millonario ganado más tarde o más temprano. No se dejen inocular y no firmen nada, es ilegal y viola sus derechos civiles. Un aullido",AGAINST
Resultados preliminares: la #vacuna de Sinopharm tiene 86% eficacia ante contagio de COVID-19  https://t.co/6GXLkEzlnk,NONE
“@Area_Salud: Canadá dará su vacuna a los países africanos afectados por #ébola http://t.co/cLzU3ucQMH #salud #sanidad,NONE
"La farmacéutica Moderna anuncia que su vacuna contra la covid tiene un 94,5% de eficacia https://t.co/a5Y2HWUHI5 vía @NiusDiario",NONE
"@LeikoLeo @AlbertoAlcocer @bichadecampo @emiliobarredam @huhuzgz @PymesUnidasEs @marisolramos88 @perbea123 @anabelanogs @Activithink @RCdeInteres @oletna @vizca75 @arcatalan @JaviSolisMadrid @MGMELSYSTEMS @ViryinGP @juancha63 @mingaras @miguelthepooh @DesMarketingES @ResistireS Ya la han dado. Una vacuna transgénica con tres meses de vida, cuando lo normal para respetar el protocolo de seguridad y eficacia es de 6 a 10 años antes de comercializarla",AGAINST
Otro fraude científico para explicar el éxito de las vacunas en Israel https://t.co/vl66aGEKZJ,AGAINST
En Dinamarca también hay afectadas por la vacuna del papiloma humano que piden una moratoria http://t.co/Ek444q5O43 vía @sharethis,AGAINST
"Pues yo voy a decir, que esto, me da una pequeña esperanza! Parece el principio del fin, aunque todavía quede! Me hace por lo menos ver la luz 💡! Más noticias así a partir de ahora por favor 🙏!  https://t.co/HooqNiX9KR",FAVOR
ES : Nueva vacuna contra el VIH es efectiva en primates http://t.co/3G7q5SmRki,NONE
"Te esperamos en nuestra unidad de #VigilanciadelaSalud🩺para #Vacunación💉 #Profesionales #Gripe🦠Pide tu cita📅Este año más que nunca💪💪💪Por tu #seguridad,por la de todos @MalagaJunta @fmostazo @HUVV_SAS @saludand @practicaseguras @anitag1206 @cancermalaga https://t.co/X5uzpYVkKb",FAVOR
La FDA autorizará vacunas contra el coronavirus y modificaciones en estas sin estudios a largo plazo del fármaco. https://t.co/lqO66Bpdn8,AGAINST
Despues de haber sido inoculados con la vacuna experimental sin garantías??Qué ha sido de la anciana vacunada por orden judicial?#GobiernoCriminalyCorrupto#NoLeyAuschwitzLos afectados en residencias  siguen por encima del centenar en la zona de Ferrol https://t.co/RfLXHTRCvk,AGAINST
"@isabelllinas También , aunque no sé cuándo y si me tocará 🤔",FAVOR
¡Es una locura que se ponga en riesgo a la población con una vacuna cuyos fabricantes no se hagan responsables. ¿Por qué no esperemos los estudios finales y que los fabricantes se hagan responsables de su producto? Porque dejará de ser #negocio. #Dejanomas #StopCoronaCircus https://t.co/5XmEzb88g6,AGAINST
Sanidad dice que la vacuna para la gripe es segura y recomendable.Siiii claro y nos lo vamos creer a estas alturas.,AGAINST
https://t.co/JrW6r4fhmEPERÚ  GANÓ.#NOVACUNASHOBLIGATORIAS.,AGAINST
"Muere a los 100 años Jacinto Convit, el médico que inventó una vacuna contra la lepra.",NONE
La #gripe en los más pequeños y la utilidad de la #vacuna en las embarazadas y los niños  @TheLancet @GPI_AEPap @Guia_ABE @seipweb @CIDRAP @sanidadgob https://t.co/eebMZ2TP2G,NONE
"Arranca la Campaña de la Esperanza. *""Es el comienzo del fin""*. Enhorabuena!!! @sanidadgob @desdelamoncloa @PSOE @gpssenado  https://t.co/T0hRLWymZM",FAVOR
La #hepatitis E podría ser prevenible gracias a una nueva vacuna: http://t.co/d8b5eFjswM @CAV_AEP,NONE
"👩‍⚕️La solidaridad no es solo un pensamiento , es algo que se debe llevar a la práctica por ello y por las personas que debo curar y cuidar como Enfermera👇♦️ https://t.co/cIfK3bthhj",FAVOR
Con la vacuna recien puesta :3,FAVOR
Pues vamos a ponernos la vacuna D:,FAVOR
"A los que dudais de si vacunaros o no, cuando os llamen para daros cita, tomaros un segundo y recordar como es el mundo sin UNA vacuna. #VacunaCOVID19",FAVOR
Nos alegramos que vacunen a nuestros sanitarios!!! Son indispensables #prevencion #prevencioncovid  #bomberosmelilla https://t.co/v2xjOtoWPW,FAVOR
... En cuanto tenga la oportunidad. No dudo ni por un momento,FAVOR
USA impulsa la vacuna del ébola http://t.co/cMhMbElFoZ Si ese dinero se hubiese invertido en luchar contra la miseria el #Ébola no existiría,NONE
Y hoy la mierda de vacuna. #BD,FAVOR
"""@Porbabor: La vacuna de la varicela a los 15 meses dejará de ser gratuita y obligatoria en enero.yo la tuve que pagar hace un año ya.",FAVOR
